url,name,locality,website,star category,activities,tourist pitches,open (seasons 1),open (seasons 2),open (seasons 3),open (seasons 4),open (seasons 5),open (seasons 6),open (seasons 7),sport field,golf,tennis,indoor swimming pool,unheated pool,bathing facilities,baby pool,boat rental,bike rental,entertainment,playground,disco,wifi,lounge,info corner,easy access for disabled people,animals allowed,kitchen,BBQ area,restaurant,take away,shop with limited range,kiosk,shopping centre,shop with rich range,washing machine,laundry dryer / tumble dryer,hiking,lake with sandy beach,lake with stony beach,river,train station,bus,VSC membership,TCS membership,SCCV membership
https://camping.ch/de/campingplatz/waadt-genfersee/dardagny/val-de-l-allondon?l=true,Val de l'Allondon,1282 Dardagny (GE),,2,0,60,09.04.2024 − 31.10.2024,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
https://camping.ch/de/campingplatz/graubuenden/landquart/waldcamping-landquart?l=true,Waldcamping Landquart,7302 Landquart (GR),,3,8,30,03.12.2022 − 31.10.2023,,,,,,,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1
https://camping.ch/de/campingplatz/graubuenden/valendas/camping-carrera?l=true,Camping Carrera,7122 Valendas (GR),,0,11,50,15.04.2024 − 15.10.2024,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
https://camping.ch/de/campingplatz/graubuenden/samnaun/camping-samnaun?l=true,Camping-Resort Samnaun,7563 Samnaun (GR),,0,5,55,Winter-Vorsaison: 23.11.2024 − 22.12.2024,Winter-Hochsaison 1: 23.12.2023 − 05.01.2024,Winter-Zwischensaison: 06.01.2024 − 19.01.2024,Winter-Hochsaison 2: 20.01.2024 − 05.04.2024,Winter-Nachsaison: 06.04.2024 − 01.05.2024,Sommersaison: 02.05.2024 − 22.11.2024,,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0
https://camping.ch/de/campingplatz/berner-oberland/adelboden/bergblick?l=true,Camping Bergblick,3715 Adelboden (BE),,0,8,15,01.01.2024 − 03.11.2024,28.11.2024 − 31.12.2024,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0
https://camping.ch/de/campingplatz/wallis/granges/robinson?l=true,Camping Robinson,3977 Granges (VS),,3,10,0,01.01.2024 − 31.12.2024,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
https://camping.ch/de/campingplatz/graubuenden/zillis/camping-rania?l=true,Camping Rania,7432 Zillis (GR),,3,6,35,01.01.2024 − 31.12.2024,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0
https://camping.ch/de/campingplatz/waadt-genfersee/bullet/les-cluds?l=true,Les Cluds,1453 Bullet (VD),,3,7,20,01.01.2024 − 31.12.2024,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1
https://camping.ch/de/campingplatz/freiburg-neuenburg-jura/del-mont/la-grande-ecluse?l=true,La Grande Ecluse,2800 Delémont (JU),,3,3,35,20.03.2024 − 05.10.2024,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0
https://camping.ch/de/campingplatz/zentralschweiz/goldau/buosingen?l=true,Buosingen,6410 Goldau (SZ),,2,11,30,01.01.2024 − 31.12.2024,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
https://camping.ch/de/campingplatz/zentralschweiz/steinen/camping-buchenhof?l=true,Camping Buchenhof,6422 Steinen (SZ),,4,11,30,01.04.2024 − 31.10.2024,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1
https://camping.ch/de/campingplatz/waadt-genfersee/le-sentier/camping-lac-de-joux?l=true,Camping Lac de Joux,1347 Le Sentier (VD),,3,1,18,01.01.2024 − 31.12.2024,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0
https://camping.ch/de/campingplatz/grenznah/Meckenbeuren/Ravensburger-Spieleland?l=true,Ravensburger Spieleland Wohnmobil-Stellplatz,88074 Meckenbeuren (Baden-Württemberg),,0,1,40,Nebensaison 1: 09.04.2024 − 24.04.2024,Hauptsaison 1: 26.05.2024 − 11.09.2024,Nebensaison 2: 01.10.2024 − 23.10.2024,,,,,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
